"","year","state","candidate","party_simplified","candidatevotes","totalvotes"
"347",1980,"ALASKA","","OTHER",857,158445
"348",1980,"ARIZONA","REAGAN, RONALD","REPUBLICAN",529688,873945
"349",1980,"ARIZONA","CARTER, JIMMY","DEMOCRAT",246843,873945
"350",1980,"ARIZONA","ANDERSON, JOHN B.","OTHER",76952,873945
"351",1980,"ARIZONA","CLARK, EDWARD """"ED""""","LIBERTARIAN",18784,873945
"352",1980,"ARIZONA","DEBERRY, CLIFTON","OTHER",1100,873945
"353",1980,"ARIZONA","COMMONER, BARRY","OTHER",551,873945
"354",1980,"ARIZONA","HALL, GUS","OTHER",25,873945
"355",1980,"ARIZONA","GRISWOLD, DEIRDRE","OTHER",2,873945
"356",1980,"ARKANSAS","REAGAN, RONALD","REPUBLICAN",403164,837582
"357",1980,"ARKANSAS","CARTER, JIMMY","DEMOCRAT",398041,837582
"358",1980,"ARKANSAS","ANDERSON, JOHN B.","OTHER",22468,837582
"359",1980,"ARKANSAS","CLARK, EDWARD """"ED""""","LIBERTARIAN",8970,837582
"360",1980,"ARKANSAS","COMMONER, BARRY","OTHER",2345,837582
"361",1980,"ARKANSAS","BUBAR, BENJAMIN """"BEN""""","OTHER",1350,837582
"362",1980,"ARKANSAS","HALL, GUS","OTHER",1244,837582
"363",1980,"CALIFORNIA","REAGAN, RONALD","REPUBLICAN",4522994,8582938
"364",1980,"CALIFORNIA","CARTER, JIMMY","DEMOCRAT",3082943,8582938
"365",1980,"CALIFORNIA","ANDERSON, JOHN B.","OTHER",739618,8582938
"366",1980,"CALIFORNIA","CLARK, EDWARD """"ED""""","LIBERTARIAN",148390,8582938
"367",1980,"CALIFORNIA","COMMONER, BARRY","OTHER",61046,8582938
"368",1980,"CALIFORNIA","SMITH, MAUREEN","OTHER",18106,8582938
"369",1980,"CALIFORNIA","RARICK, JOHN","OTHER",9841,8582938
"370",1980,"COLORADO","REAGAN, RONALD","REPUBLICAN",652264,1184450
"371",1980,"COLORADO","CARTER, JIMMY","DEMOCRAT",368009,1184450
"372",1980,"COLORADO","ANDERSON, JOHN B.","OTHER",130633,1184450
"373",1980,"COLORADO","CLARK, EDWARD """"ED""""","LIBERTARIAN",25744,1184450
"374",1980,"COLORADO","COMMONER, BARRY","OTHER",5614,1184450
"375",1980,"COLORADO","BUBAR, BENJAMIN """"BEN""""","OTHER",1180,1184450
"376",1980,"COLORADO","PULLEY, ANDREW","OTHER",519,1184450
"377",1980,"COLORADO","HALL, GUS","OTHER",487,1184450
"378",1980,"CONNECTICUT","REAGAN, RONALD","REPUBLICAN",677210,1406285
"379",1980,"CONNECTICUT","CARTER, JIMMY","DEMOCRAT",541732,1406285
"380",1980,"CONNECTICUT","ANDERSON, JOHN B.","OTHER",171807,1406285
"381",1980,"CONNECTICUT","CLARK, EDWARD """"ED""""","LIBERTARIAN",8570,1406285
"382",1980,"CONNECTICUT","COMMONER, BARRY","OTHER",6130,1406285
"383",1980,"CONNECTICUT","","OTHER",836,1406285
"384",1980,"DELAWARE","REAGAN, RONALD","REPUBLICAN",111252,235668
"385",1980,"DELAWARE","CARTER, JIMMY","DEMOCRAT",105754,235668
"386",1980,"DELAWARE","ANDERSON, JOHN B.","OTHER",16288,235668
"387",1980,"DELAWARE","CLARK, EDWARD """"ED""""","LIBERTARIAN",1974,235668
"388",1980,"DELAWARE","GREAVES, PERCY L, JR.","OTHER",400,235668
"389",1980,"DISTRICT OF COLUMBIA","CARTER, JIMMY","DEMOCRAT",130231,173889
"390",1980,"DISTRICT OF COLUMBIA","REAGAN, RONALD","REPUBLICAN",23313,173889
"391",1980,"DISTRICT OF COLUMBIA","ANDERSON, JOHN B.","OTHER",16131,173889
"392",1980,"DISTRICT OF COLUMBIA","COMMONER, BARRY","OTHER",1826,173889
"393",1980,"DISTRICT OF COLUMBIA","CLARK, EDWARD """"ED""""","LIBERTARIAN",1104,173889
"394",1980,"DISTRICT OF COLUMBIA","","OTHER",690,173889
"395",1980,"DISTRICT OF COLUMBIA","HALL, GUS","OTHER",369,173889
"396",1980,"DISTRICT OF COLUMBIA","DEBERRY, CLIFTON","OTHER",173,173889
"397",1980,"DISTRICT OF COLUMBIA","GRISWOLD, DEIRDRE","OTHER",52,173889
"398",1980,"FLORIDA","REAGAN, RONALD","REPUBLICAN",2046951,3686927
"399",1980,"FLORIDA","CARTER, JIMMY","DEMOCRAT",1419475,3686927
"400",1980,"FLORIDA","ANDERSON, JOHN B.","OTHER",189692,3686927
"401",1980,"FLORIDA","CLARK, EDWARD """"ED""""","LIBERTARIAN",30524,3686927
"402",1980,"FLORIDA","","OTHER",285,3686927
"403",1980,"GEORGIA","CARTER, JIMMY","DEMOCRAT",890955,1596805
"404",1980,"GEORGIA","REAGAN, RONALD","REPUBLICAN",654168,1596805
"405",1980,"GEORGIA","ANDERSON, JOHN B.","OTHER",36055,1596805
"406",1980,"GEORGIA","CLARK, EDWARD """"ED""""","LIBERTARIAN",15627,1596805
"407",1980,"HAWAII","CARTER, JIMMY","DEMOCRAT",135879,303287
"408",1980,"HAWAII","REAGAN, RONALD","REPUBLICAN",130112,303287
"409",1980,"HAWAII","ANDERSON, JOHN B.","OTHER",32021,303287
"410",1980,"HAWAII","CLARK, EDWARD """"ED""""","LIBERTARIAN",3269,303287
"411",1980,"HAWAII","COMMONER, BARRY","OTHER",1548,303287
"412",1980,"HAWAII","HALL, GUS","OTHER",458,303287
"413",1980,"IDAHO","REAGAN, RONALD","REPUBLICAN",290699,437431
"414",1980,"IDAHO","CARTER, JIMMY","DEMOCRAT",110192,437431
"415",1980,"IDAHO","ANDERSON, JOHN B.","OTHER",27058,437431
"416",1980,"IDAHO","CLARK, EDWARD """"ED""""","LIBERTARIAN",8425,437431
"417",1980,"IDAHO","RARICK, JOHN","OTHER",1057,437431
"418",1980,"ILLINOIS","REAGAN, RONALD","REPUBLICAN",2358049,4749721
"419",1980,"ILLINOIS","CARTER, JIMMY","DEMOCRAT",1981413,4749721
"420",1980,"ILLINOIS","ANDERSON, JOHN B.","OTHER",346754,4749721
"421",1980,"ILLINOIS","CLARK, EDWARD """"ED""""","LIBERTARIAN",38939,4749721
"422",1980,"ILLINOIS","COMMONER, BARRY","OTHER",10692,4749721
"423",1980,"ILLINOIS","HALL, GUS","OTHER",9711,4749721
"424",1980,"ILLINOIS","GRISWOLD, DEIRDRE","OTHER",2257,4749721
"425",1980,"ILLINOIS","DEBERRY, CLIFTON","OTHER",1302,4749721
"426",1980,"ILLINOIS","","OTHER",604,4749721
"427",1980,"INDIANA","REAGAN, RONALD","REPUBLICAN",1255656,2242033
"428",1980,"INDIANA","CARTER, JIMMY","DEMOCRAT",844197,2242033
"429",1980,"INDIANA","ANDERSON, JOHN B.","OTHER",111639,2242033
"430",1980,"INDIANA","CLARK, EDWARD """"ED""""","LIBERTARIAN",19627,2242033
"431",1980,"INDIANA","COMMONER, BARRY","OTHER",4852,2242033
"432",1980,"INDIANA","GREAVES, PERCY L, JR.","OTHER",4750,2242033
"433",1980,"INDIANA","HALL, GUS","OTHER",702,2242033
"434",1980,"INDIANA","DEBERRY, CLIFTON","OTHER",610,2242033
"435",1980,"IOWA","REAGAN, RONALD","REPUBLICAN",676026,1317661
"436",1980,"IOWA","CARTER, JIMMY","DEMOCRAT",508672,1317661
"437",1980,"IOWA","ANDERSON, JOHN B.","OTHER",115633,1317661
"438",1980,"IOWA","CLARK, EDWARD """"ED""""","LIBERTARIAN",13123,1317661
"439",1980,"IOWA","COMMONER, BARRY","OTHER",2273,1317661
"440",1980,"IOWA","MCREYNOLDS, DAVID","OTHER",534,1317661
"441",1980,"IOWA","","OTHER",519,1317661
"442",1980,"IOWA","HALL, GUS","OTHER",298,1317661
"443",1980,"IOWA","DEBERRY, CLIFTON","OTHER",244,1317661
"444",1980,"IOWA","GREAVES, PERCY L, JR.","OTHER",189,1317661
"445",1980,"IOWA","BUBAR, BENJAMIN """"BEN""""","OTHER",150,1317661
"446",1980,"KANSAS","REAGAN, RONALD","REPUBLICAN",566812,979795
"447",1980,"KANSAS","CARTER, JIMMY","DEMOCRAT",326150,979795
"448",1980,"KANSAS","ANDERSON, JOHN B.","OTHER",68231,979795
"449",1980,"KANSAS","CLARK, EDWARD """"ED""""","LIBERTARIAN",14470,979795
"450",1980,"KANSAS","SHELTON, FRANK, JR.","OTHER",1555,979795
"451",1980,"KANSAS","HALL, GUS","OTHER",967,979795
"452",1980,"KANSAS","BUBAR, BENJAMIN """"BEN""""","OTHER",821,979795
"453",1980,"KANSAS","RARICK, JOHN","OTHER",789,979795
"454",1980,"KENTUCKY","REAGAN, RONALD","REPUBLICAN",635274,1295627
"455",1980,"KENTUCKY","CARTER, JIMMY","DEMOCRAT",617417,1295627
"456",1980,"KENTUCKY","ANDERSON, JOHN B.","OTHER",31127,1295627
"457",1980,"KENTUCKY","CLARK, EDWARD """"ED""""","LIBERTARIAN",5531,1295627
"458",1980,"KENTUCKY","MCCORMACK, ELLEN","OTHER",4233,1295627
"459",1980,"KENTUCKY","COMMONER, BARRY","OTHER",1304,1295627
"460",1980,"KENTUCKY","PULLEY, ANDREW","OTHER",393,1295627
"461",1980,"KENTUCKY","HALL, GUS","OTHER",348,1295627
"462",1980,"LOUISIANA","REAGAN, RONALD","REPUBLICAN",792853,1548591
"463",1980,"LOUISIANA","CARTER, JIMMY","DEMOCRAT",708453,1548591
"464",1980,"LOUISIANA","ANDERSON, JOHN B.","OTHER",26345,1548591
"465",1980,"LOUISIANA","RARICK, JOHN","OTHER",10333,1548591
"466",1980,"LOUISIANA","CLARK, EDWARD """"ED""""","LIBERTARIAN",8240,1548591
"467",1980,"LOUISIANA","COMMONER, BARRY","OTHER",1584,1548591
"468",1980,"LOUISIANA","DEBERRY, CLIFTON","OTHER",783,1548591
"469",1980,"MAINE","REAGAN, RONALD","REPUBLICAN",238522,523011
"470",1980,"MAINE","CARTER, JIMMY","DEMOCRAT",220974,523011
"471",1980,"MAINE","ANDERSON, JOHN B.","OTHER",53327,523011
"472",1980,"MAINE","CLARK, EDWARD """"ED""""","LIBERTARIAN",5119,523011
"473",1980,"MAINE","COMMONER, BARRY","OTHER",4394,523011
"474",1980,"MAINE","HALL, GUS","OTHER",591,523011
"475",1980,"MAINE","","OTHER",84,523011
"476",1980,"MARYLAND","CARTER, JIMMY","DEMOCRAT",726161,1540496
"477",1980,"MARYLAND","REAGAN, RONALD","REPUBLICAN",680606,1540496
"478",1980,"MARYLAND","ANDERSON, JOHN B.","OTHER",119537,1540496
"479",1980,"MARYLAND","CLARK, EDWARD """"ED""""","LIBERTARIAN",14192,1540496
"480",1980,"MASSACHUSETTS","REAGAN, RONALD","REPUBLICAN",1057631,2524090
"481",1980,"MASSACHUSETTS","CARTER, JIMMY","DEMOCRAT",1053802,2524090
"482",1980,"MASSACHUSETTS","ANDERSON, JOHN B.","OTHER",382539,2524090
"483",1980,"MASSACHUSETTS","CLARK, EDWARD """"ED""""","LIBERTARIAN",22038,2524090
"484",1980,"MASSACHUSETTS","DEBERRY, CLIFTON","OTHER",3735,2524090
"485",1980,"MASSACHUSETTS","","OTHER",2289,2524090
"486",1980,"MASSACHUSETTS","COMMONER, BARRY","OTHER",2056,2524090
"487",1980,"MICHIGAN","REAGAN, RONALD","REPUBLICAN",1915225,3909725
"488",1980,"MICHIGAN","CARTER, JIMMY","DEMOCRAT",1661532,3909725
"489",1980,"MICHIGAN","ANDERSON, JOHN B.","OTHER",275223,3909725
"490",1980,"MICHIGAN","CLARK, EDWARD """"ED""""","LIBERTARIAN",41597,3909725
"491",1980,"MICHIGAN","COMMONER, BARRY","OTHER",11930,3909725
"492",1980,"MICHIGAN","HALL, GUS","OTHER",3262,3909725
"493",1980,"MICHIGAN","","OTHER",956,3909725
"494",1980,"MINNESOTA","CARTER, JIMMY","DEMOCRAT",954173,2051916
"495",1980,"MINNESOTA","REAGAN, RONALD","REPUBLICAN",873268,2051916
"496",1980,"MINNESOTA","ANDERSON, JOHN B.","OTHER",174997,2051916
"497",1980,"MINNESOTA","CLARK, EDWARD """"ED""""","LIBERTARIAN",31593,2051916
"498",1980,"MINNESOTA","COMMONER, BARRY","OTHER",8406,2051916
"499",1980,"MINNESOTA","","OTHER",6136,2051916
"500",1980,"MINNESOTA","HALL, GUS","OTHER",1117,2051916
"501",1980,"MINNESOTA","DEBERRY, CLIFTON","OTHER",711,2051916
"502",1980,"MINNESOTA","GRISWOLD, DEIRDRE","OTHER",698,2051916
"503",1980,"MINNESOTA","MCREYNOLDS, DAVID","OTHER",536,2051916
"504",1980,"MINNESOTA","","OTHER",281,2051916
"505",1980,"MISSISSIPPI","REAGAN, RONALD","REPUBLICAN",441089,891750
"506",1980,"MISSISSIPPI","CARTER, JIMMY","DEMOCRAT",429281,891750
"507",1980,"MISSISSIPPI","ANDERSON, JOHN B.","OTHER",12036,891750
"508",1980,"MISSISSIPPI","CLARK, EDWARD """"ED""""","LIBERTARIAN",4702,891750
"509",1980,"MISSISSIPPI","GRISWOLD, DEIRDRE","OTHER",2402,891750
"510",1980,"MISSISSIPPI","PULLEY, ANDREW","OTHER",2240,891750
"511",1980,"MISSOURI","REAGAN, RONALD","REPUBLICAN",1074181,2099824
"512",1980,"MISSOURI","CARTER, JIMMY","DEMOCRAT",931182,2099824
"513",1980,"MISSOURI","ANDERSON, JOHN B.","OTHER",77920,2099824
"514",1980,"MISSOURI","CLARK, EDWARD """"ED""""","LIBERTARIAN",14422,2099824
"515",1980,"MISSOURI","DEBERRY, CLIFTON","OTHER",1515,2099824
"516",1980,"MISSOURI","","OTHER",604,2099824
"517",1980,"MONTANA","REAGAN, RONALD","REPUBLICAN",206814,363952
"518",1980,"MONTANA","CARTER, JIMMY","DEMOCRAT",118032,363952
"519",1980,"MONTANA","ANDERSON, JOHN B.","OTHER",29281,363952
"520",1980,"MONTANA","CLARK, EDWARD """"ED""""","LIBERTARIAN",9825,363952
"521",1980,"NEBRASKA","REAGAN, RONALD","REPUBLICAN",419214,639533
"522",1980,"NEBRASKA","CARTER, JIMMY","DEMOCRAT",166424,639533
"523",1980,"NEBRASKA","ANDERSON, JOHN B.","OTHER",44854,639533
"524",1980,"NEBRASKA","CLARK, EDWARD """"ED""""","LIBERTARIAN",9041,639533
"525",1980,"NEVADA","REAGAN, RONALD","REPUBLICAN",155017,243692
"526",1980,"NEVADA","CARTER, JIMMY","DEMOCRAT",66666,243692
"527",1980,"NEVADA","ANDERSON, JOHN B.","OTHER",17651,243692
"528",1980,"NEVADA","CLARK, EDWARD """"ED""""","LIBERTARIAN",4358,243692
"529",1980,"NEW HAMPSHIRE","REAGAN, RONALD","REPUBLICAN",221705,383990
"530",1980,"NEW HAMPSHIRE","CARTER, JIMMY","DEMOCRAT",108864,383990
"531",1980,"NEW HAMPSHIRE","ANDERSON, JOHN B.","OTHER",49693,383990
"532",1980,"NEW HAMPSHIRE","CLARK, EDWARD """"ED""""","LIBERTARIAN",2064,383990
"533",1980,"NEW HAMPSHIRE","COMMONER, BARRY","OTHER",1320,383990
"534",1980,"NEW HAMPSHIRE","HALL, GUS","OTHER",129,383990
"535",1980,"NEW HAMPSHIRE","GRISWOLD, DEIRDRE","OTHER",76,383990
"536",1980,"NEW HAMPSHIRE","DEBERRY, CLIFTON","OTHER",71,383990
"537",1980,"NEW HAMPSHIRE","","OTHER",68,383990
"538",1980,"NEW JERSEY","REAGAN, RONALD","REPUBLICAN",1546557,2975684
"539",1980,"NEW JERSEY","CARTER, JIMMY","DEMOCRAT",1147364,2975684
"540",1980,"NEW JERSEY","ANDERSON, JOHN B.","OTHER",234632,2975684
"541",1980,"NEW JERSEY","CLARK, EDWARD """"ED""""","LIBERTARIAN",20652,2975684
"542",1980,"NEW JERSEY","COMMONER, BARRY","OTHER",8203,2975684
"543",1980,"NEW JERSEY","MCCORMACK, ELLEN","OTHER",3927,2975684
"544",1980,"NEW JERSEY","LYNEN, KURT","OTHER",3694,2975684
"545",1980,"NEW JERSEY","HALL, GUS","OTHER",2555,2975684
"546",1980,"NEW JERSEY","PULLEY, ANDREW","OTHER",2198,2975684
"547",1980,"NEW JERSEY","MCREYNOLDS, DAVID","OTHER",1973,2975684
"548",1980,"NEW JERSEY","GAHRES, WILLIAM """"BILL""""","OTHER",1718,2975684
"549",1980,"NEW JERSEY","GRISWOLD, DEIRDRE","OTHER",1288,2975684
"550",1980,"NEW JERSEY","WENDELKEN, MARTIN E.","OTHER",923,2975684
"551",1980,"NEW MEXICO","REAGAN, RONALD","REPUBLICAN",250779,456237
"552",1980,"NEW MEXICO","CARTER, JIMMY","DEMOCRAT",167826,456237
"553",1980,"NEW MEXICO","ANDERSON, JOHN B.","OTHER",29459,456237
"554",1980,"NEW MEXICO","CLARK, EDWARD """"ED""""","LIBERTARIAN",4365,456237
"555",1980,"NEW MEXICO","COMMONER, BARRY","OTHER",2202,456237
"556",1980,"NEW MEXICO","BUBAR, BENJAMIN """"BEN""""","OTHER",1281,456237
"557",1980,"NEW MEXICO","PULLEY, ANDREW","OTHER",325,456237
"558",1980,"NEW YORK","CARTER, JIMMY","DEMOCRAT",2728372,6201959
"559",1980,"NEW YORK","REAGAN, RONALD","REPUBLICAN",2637700,6201959
"560",1980,"NEW YORK","ANDERSON, JOHN B.","OTHER",467801,6201959
"561",1980,"NEW YORK","REAGAN, RONALD","OTHER",256131,6201959
"562",1980,"NEW YORK","CLARK, EDWARD """"ED""""","OTHER",52648,6201959
"563",1980,"NEW YORK","MCCORMACK, ELLEN","OTHER",24159,6201959
"564",1980,"NEW YORK","COMMONER, BARRY","OTHER",23186,6201959
"565",1980,"NEW YORK","HALL, GUS","OTHER",7414,6201959
"566",1980,"NEW YORK","DEBERRY, CLIFTON","OTHER",2068,6201959
"567",1980,"NEW YORK","GRISWOLD, DEIRDRE","OTHER",1416,6201959
"568",1980,"NEW YORK","","OTHER",1064,6201959
"569",1980,"NORTH CAROLINA","REAGAN, RONALD","REPUBLICAN",915018,1855833
"570",1980,"NORTH CAROLINA","CARTER, JIMMY","DEMOCRAT",875635,1855833
"571",1980,"NORTH CAROLINA","ANDERSON, JOHN B.","OTHER",52800,1855833
"572",1980,"NORTH CAROLINA","CLARK, EDWARD """"ED""""","LIBERTARIAN",9677,1855833
"573",1980,"NORTH CAROLINA","COMMONER, BARRY","OTHER",2287,1855833
"574",1980,"NORTH CAROLINA","DEBERRY, CLIFTON","OTHER",416,1855833
"575",1980,"NORTH DAKOTA","REAGAN, RONALD","REPUBLICAN",193695,301116
"576",1980,"NORTH DAKOTA","CARTER, JIMMY","DEMOCRAT",79189,301116
"577",1980,"NORTH DAKOTA","ANDERSON, JOHN B.","OTHER",23640,301116
"578",1980,"NORTH DAKOTA","CLARK, EDWARD """"ED""""","LIBERTARIAN",3743,301116
"579",1980,"NORTH DAKOTA","MCLAIN, HARLEY","OTHER",296,301116
"580",1980,"NORTH DAKOTA","GREAVES, PERCY L, JR.","OTHER",235,301116
"581",1980,"NORTH DAKOTA","HALL, GUS","OTHER",93,301116
"582",1980,"NORTH DAKOTA","DEBERRY, CLIFTON","OTHER",89,301116
"583",1980,"NORTH DAKOTA","MCREYNOLDS, DAVID","OTHER",82,301116
"584",1980,"NORTH DAKOTA","BUBAR, BENJAMIN """"BEN""""","OTHER",54,301116
"585",1980,"OHIO","REAGAN, RONALD","REPUBLICAN",2206545,4283603
"586",1980,"OHIO","CARTER, JIMMY","DEMOCRAT",1752414,4283603
"587",1980,"OHIO","ANDERSON, JOHN B.","OTHER",254472,4283603
"588",1980,"OHIO","CLARK, EDWARD """"ED""""","LIBERTARIAN",49033,4283603
"589",1980,"OHIO","COMMONER, BARRY","OTHER",8564,4283603
"590",1980,"OHIO","HALL, GUS","OTHER",4729,4283603
"591",1980,"OHIO","CONGRESS, RICHARD","OTHER",4029,4283603
"592",1980,"OHIO","GRISWOLD, DEIRDRE","OTHER",3790,4283603
"593",1980,"OHIO","BUBAR, BENJAMIN """"BEN""""","OTHER",27,4283603
"594",1980,"OKLAHOMA","REAGAN, RONALD","REPUBLICAN",695570,1149708
"595",1980,"OKLAHOMA","CARTER, JIMMY","DEMOCRAT",402026,1149708
"596",1980,"OKLAHOMA","ANDERSON, JOHN B.","OTHER",38284,1149708
"597",1980,"OKLAHOMA","CLARK, EDWARD """"ED""""","LIBERTARIAN",13828,1149708
"598",1980,"OREGON","REAGAN, RONALD","REPUBLICAN",571044,1181516
"599",1980,"OREGON","CARTER, JIMMY","DEMOCRAT",456890,1181516
"600",1980,"OREGON","ANDERSON, JOHN B.","OTHER",112389,1181516
"601",1980,"OREGON","CLARK, EDWARD """"ED""""","LIBERTARIAN",25838,1181516
"602",1980,"OREGON","COMMONER, BARRY","OTHER",13642,1181516
"603",1980,"OREGON","","OTHER",1713,1181516
"604",1980,"PENNSYLVANIA","REAGAN, RONALD","REPUBLICAN",2261872,4561501
"605",1980,"PENNSYLVANIA","CARTER, JIMMY","DEMOCRAT",1937540,4561501
"606",1980,"PENNSYLVANIA","ANDERSON, JOHN B.","OTHER",292921,4561501
"607",1980,"PENNSYLVANIA","CLARK, EDWARD """"ED""""","LIBERTARIAN",33263,4561501
"608",1980,"PENNSYLVANIA","DEBERRY, CLIFTON","OTHER",20291,4561501
"609",1980,"PENNSYLVANIA","COMMONER, BARRY","OTHER",10430,4561501
"610",1980,"PENNSYLVANIA","HALL, GUS","OTHER",5184,4561501
"611",1980,"RHODE ISLAND","CARTER, JIMMY","DEMOCRAT",198342,415967
"612",1980,"RHODE ISLAND","REAGAN, RONALD","REPUBLICAN",154793,415967
"613",1980,"RHODE ISLAND","ANDERSON, JOHN B.","OTHER",59819,415967
"614",1980,"RHODE ISLAND","CLARK, EDWARD """"ED""""","LIBERTARIAN",2458,415967
"615",1980,"RHODE ISLAND","HALL, GUS","OTHER",218,415967
"616",1980,"RHODE ISLAND","MCREYNOLDS, DAVID","OTHER",170,415967
"617",1980,"RHODE ISLAND","DEBERRY, CLIFTON","OTHER",90,415967
"618",1980,"RHODE ISLAND","GRISWOLD, DEIRDRE","OTHER",77,415967
"619",1980,"SOUTH CAROLINA","REAGAN, RONALD","REPUBLICAN",439277,888258
"620",1980,"SOUTH CAROLINA","CARTER, JIMMY","DEMOCRAT",428220,888258
"621",1980,"SOUTH CAROLINA","ANDERSON, JOHN B.","OTHER",13868,888258
"622",1980,"SOUTH CAROLINA","CLARK, EDWARD """"ED""""","LIBERTARIAN",4807,888258
"623",1980,"SOUTH CAROLINA","RARICK, JOHN","OTHER",2086,888258
"624",1980,"SOUTH DAKOTA","REAGAN, RONALD","REPUBLICAN",198343,327703
"625",1980,"SOUTH DAKOTA","CARTER, JIMMY","DEMOCRAT",103855,327703
"626",1980,"SOUTH DAKOTA","ANDERSON, JOHN B.","OTHER",21431,327703
"627",1980,"SOUTH DAKOTA","CLARK, EDWARD """"ED""""","LIBERTARIAN",3824,327703
"628",1980,"SOUTH DAKOTA","PULLEY, ANDREW","OTHER",250,327703
"629",1980,"TENNESSEE","REAGAN, RONALD","REPUBLICAN",787761,1617616
"630",1980,"TENNESSEE","CARTER, JIMMY","DEMOCRAT",783051,1617616
"631",1980,"TENNESSEE","ANDERSON, JOHN B.","OTHER",35991,1617616
"632",1980,"TENNESSEE","CLARK, EDWARD """"ED""""","LIBERTARIAN",7116,1617616
"633",1980,"TENNESSEE","COMMONER, BARRY","OTHER",1112,1617616
"634",1980,"TENNESSEE","BUBAR, BENJAMIN """"BEN""""","OTHER",521,1617616
"635",1980,"TENNESSEE","MCREYNOLDS, DAVID","OTHER",519,1617616
"636",1980,"TENNESSEE","HALL, GUS","OTHER",503,1617616
"637",1980,"TENNESSEE","DEBERRY, CLIFTON","OTHER",490,1617616
"638",1980,"TENNESSEE","GRISWOLD, DEIRDRE","OTHER",400,1617616
"639",1980,"TENNESSEE","","OTHER",152,1617616
"640",1980,"TEXAS","REAGAN, RONALD","REPUBLICAN",2510705,4541636
"641",1980,"TEXAS","CARTER, JIMMY","DEMOCRAT",1881147,4541636
"642",1980,"TEXAS","ANDERSON, JOHN B.","OTHER",111613,4541636
"643",1980,"TEXAS","CLARK, EDWARD """"ED""""","LIBERTARIAN",37643,4541636
"644",1980,"TEXAS","","OTHER",528,4541636
"645",1980,"UTAH","REAGAN, RONALD","REPUBLICAN",439687,604152
"646",1980,"UTAH","CARTER, JIMMY","DEMOCRAT",124266,604152
"647",1980,"UTAH","ANDERSON, JOHN B.","OTHER",30284,604152
"648",1980,"UTAH","CLARK, EDWARD """"ED""""","LIBERTARIAN",7156,604152
"649",1980,"UTAH","COMMONER, BARRY","OTHER",1009,604152
"650",1980,"UTAH","GREAVES, PERCY L, JR.","OTHER",965,604152
"651",1980,"UTAH","RARICK, JOHN","OTHER",522,604152
"652",1980,"UTAH","HALL, GUS","OTHER",139,604152
"653",1980,"UTAH","DEBERRY, CLIFTON","OTHER",124,604152
"654",1980,"VERMONT","REAGAN, RONALD","REPUBLICAN",94628,213299
"655",1980,"VERMONT","CARTER, JIMMY","DEMOCRAT",81952,213299
"656",1980,"VERMONT","ANDERSON, JOHN B.","OTHER",31761,213299
"657",1980,"VERMONT","COMMONER, BARRY","OTHER",2316,213299
"658",1980,"VERMONT","CLARK, EDWARD """"ED""""","LIBERTARIAN",1900,213299
"659",1980,"VERMONT","","OTHER",413,213299
"660",1980,"VERMONT","MCREYNOLDS, DAVID","OTHER",136,213299
"661",1980,"VERMONT","HALL, GUS","OTHER",118,213299
"662",1980,"VERMONT","DEBERRY, CLIFTON","OTHER",75,213299
"663",1980,"VIRGINIA","REAGAN, RONALD","REPUBLICAN",989609,1866032
"664",1980,"VIRGINIA","CARTER, JIMMY","DEMOCRAT",752174,1866032
"665",1980,"VIRGINIA","ANDERSON, JOHN B.","OTHER",95418,1866032
"666",1980,"VIRGINIA","COMMONER, BARRY","OTHER",14024,1866032
"667",1980,"VIRGINIA","CLARK, EDWARD """"ED""""","LIBERTARIAN",12821,1866032
"668",1980,"VIRGINIA","DEBERRY, CLIFTON","OTHER",1986,1866032
"669",1980,"WASHINGTON","REAGAN, RONALD","REPUBLICAN",865244,1742394
"670",1980,"WASHINGTON","CARTER, JIMMY","DEMOCRAT",650193,1742394
"671",1980,"WASHINGTON","ANDERSON, JOHN B.","OTHER",185073,1742394
"672",1980,"WASHINGTON","CLARK, EDWARD """"ED""""","LIBERTARIAN",29213,1742394
"673",1980,"WASHINGTON","COMMONER, BARRY","OTHER",9403,1742394
"674",1980,"WASHINGTON","DEBERRY, CLIFTON","OTHER",1137,1742394
"675",1980,"WASHINGTON","MCREYNOLDS, DAVID","OTHER",956,1742394
"676",1980,"WASHINGTON","HALL, GUS","OTHER",834,1742394
"677",1980,"WASHINGTON","GRISWOLD, DEIRDRE","OTHER",341,1742394
"678",1980,"WEST VIRGINIA","CARTER, JIMMY","DEMOCRAT",367462,737715
"679",1980,"WEST VIRGINIA","REAGAN, RONALD","REPUBLICAN",334206,737715
"680",1980,"WEST VIRGINIA","ANDERSON, JOHN B.","OTHER",31691,737715
"681",1980,"WEST VIRGINIA","CLARK, EDWARD """"ED""""","LIBERTARIAN",4356,737715
"682",1980,"WISCONSIN","REAGAN, RONALD","REPUBLICAN",1088845,2273221
"683",1980,"WISCONSIN","CARTER, JIMMY","DEMOCRAT",981584,2273221
"684",1980,"WISCONSIN","ANDERSON, JOHN B.","OTHER",160657,2273221
"685",1980,"WISCONSIN","CLARK, EDWARD """"ED""""","LIBERTARIAN",29135,2273221
"686",1980,"WISCONSIN","COMMONER, BARRY","OTHER",7767,2273221
"687",1980,"WISCONSIN","RARICK, JOHN","OTHER",1519,2273221
"688",1980,"WISCONSIN","","OTHER",1337,2273221
"689",1980,"WISCONSIN","MCREYNOLDS, DAVID","OTHER",808,2273221
