"","year","state","candidate","party_simplified","candidatevotes","totalvotes"
"836",1984,"MICHIGAN","MASON, MELVIN","OTHER",1049,3801658
"837",1984,"MICHIGAN","HALL, GUS","OTHER",1048,3801658
"838",1984,"MICHIGAN","SERRETTE, DENNIS","OTHER",665,3801658
"839",1984,"MICHIGAN","OTHER","OTHER",602,3801658
"840",1984,"MICHIGAN","WINN, EDWARD","OTHER",561,3801658
"841",1984,"MINNESOTA","MONDALE, WALTER","DEMOCRAT",1036364,2084449
"842",1984,"MINNESOTA","REAGAN, RONALD","REPUBLICAN",1032603,2084449
"843",1984,"MINNESOTA","LAROUCHE, LYNDON, JR.","OTHER",3865,2084449
"844",1984,"MINNESOTA","MASON, MELVIN","OTHER",3180,2084449
"845",1984,"MINNESOTA","BERGLAND, DAVID","LIBERTARIAN",2996,2084449
"846",1984,"MINNESOTA","RICHARDS, BOB","OTHER",2377,2084449
"847",1984,"MINNESOTA","JOHNSON, SONIA","OTHER",1219,2084449
"848",1984,"MINNESOTA","OTHER","OTHER",723,2084449
"849",1984,"MINNESOTA","HALL, GUS","OTHER",630,2084449
"850",1984,"MINNESOTA","WINN, EDWARD","OTHER",260,2084449
"851",1984,"MINNESOTA","SERRETTE, DENNIS","OTHER",232,2084449
"852",1984,"MISSISSIPPI","REAGAN, RONALD","REPUBLICAN",582377,941104
"853",1984,"MISSISSIPPI","MONDALE, WALTER","DEMOCRAT",352192,941104
"854",1984,"MISSISSIPPI","BERGLAND, DAVID","LIBERTARIAN",2336,941104
"855",1984,"MISSISSIPPI","HOLMES, LARRY","OTHER",1169,941104
"856",1984,"MISSISSIPPI","MASON, MELVIN","OTHER",1032,941104
"857",1984,"MISSISSIPPI","LAROUCHE, LYNDON, JR.","OTHER",1001,941104
"858",1984,"MISSISSIPPI","RICHARDS, BOB","OTHER",641,941104
"859",1984,"MISSISSIPPI","SERRETTE, DENNIS","OTHER",356,941104
"860",1984,"MISSOURI","REAGAN, RONALD","REPUBLICAN",1274188,2122771
"861",1984,"MISSOURI","MONDALE, WALTER","DEMOCRAT",848583,2122771
"862",1984,"MONTANA","REAGAN, RONALD","REPUBLICAN",232450,384377
"863",1984,"MONTANA","MONDALE, WALTER","DEMOCRAT",146742,384377
"864",1984,"MONTANA","BERGLAND, DAVID","LIBERTARIAN",5185,384377
"865",1984,"NEBRASKA","REAGAN, RONALD","REPUBLICAN",460054,652090
"866",1984,"NEBRASKA","MONDALE, WALTER","DEMOCRAT",187866,652090
"867",1984,"NEBRASKA","BERGLAND, DAVID","LIBERTARIAN",2079,652090
"868",1984,"NEBRASKA","MASON, MELVIN","OTHER",1066,652090
"869",1984,"NEBRASKA","SERRETTE, DENNIS","OTHER",1025,652090
"870",1984,"NEVADA","REAGAN, RONALD","REPUBLICAN",188770,282717
"871",1984,"NEVADA","MONDALE, WALTER","DEMOCRAT",91655,282717
"872",1984,"NEVADA","BERGLAND, DAVID","LIBERTARIAN",2292,282717
"873",1984,"NEW HAMPSHIRE","REAGAN, RONALD","REPUBLICAN",267050,388904
"874",1984,"NEW HAMPSHIRE","MONDALE, WALTER","DEMOCRAT",120347,388904
"875",1984,"NEW HAMPSHIRE","BERGLAND, DAVID","LIBERTARIAN",735,388904
"876",1984,"NEW HAMPSHIRE","LAROUCHE, LYNDON, JR.","OTHER",467,388904
"877",1984,"NEW HAMPSHIRE","SERRETTE, DENNIS","OTHER",305,388904
"878",1984,"NEW JERSEY","REAGAN, RONALD","REPUBLICAN",1933630,3217862
"879",1984,"NEW JERSEY","MONDALE, WALTER","DEMOCRAT",1261323,3217862
"880",1984,"NEW JERSEY","HOLMES, LARRY","OTHER",8404,3217862
"881",1984,"NEW JERSEY","BERGLAND, DAVID","LIBERTARIAN",6416,3217862
"882",1984,"NEW JERSEY","SERRETTE, DENNIS","OTHER",2293,3217862
"883",1984,"NEW JERSEY","WINN, EDWARD","OTHER",1721,3217862
"884",1984,"NEW JERSEY","HALL, GUS","OTHER",1564,3217862
"885",1984,"NEW JERSEY","MASON, MELVIN","OTHER",1264,3217862
"886",1984,"NEW JERSEY","JOHNSON, SONIA","OTHER",1247,3217862
"887",1984,"NEW MEXICO","REAGAN, RONALD","REPUBLICAN",307101,514370
"888",1984,"NEW MEXICO","MONDALE, WALTER","DEMOCRAT",201769,514370
"889",1984,"NEW MEXICO","BERGLAND, DAVID","LIBERTARIAN",4459,514370
"890",1984,"NEW MEXICO","JOHNSON, SONIA","OTHER",455,514370
"891",1984,"NEW MEXICO","MASON, MELVIN","OTHER",224,514370
"892",1984,"NEW MEXICO","DODGE, EARL","OTHER",206,514370
"893",1984,"NEW MEXICO","SERRETTE, DENNIS","OTHER",155,514370
"894",1984,"NEW MEXICO","OTHER","OTHER",1,514370
"895",1984,"NEW YORK","REAGAN, RONALD","REPUBLICAN",3376519,6806810
"896",1984,"NEW YORK","MONDALE, WALTER","DEMOCRAT",3001285,6806810
"897",1984,"NEW YORK","REAGAN, RONALD","OTHER",288244,6806810
"898",1984,"NEW YORK","MONDALE, WALTER","OTHER",118324,6806810
"899",1984,"NEW YORK","BERGLAND, DAVID","LIBERTARIAN",11949,6806810
"900",1984,"NEW YORK","HALL, GUS","OTHER",4226,6806810
"901",1984,"NEW YORK","SERRETTE, DENNIS","OTHER",3200,6806810
"902",1984,"NEW YORK","HOLMES, LARRY","OTHER",2226,6806810
"903",1984,"NEW YORK","OTHER","OTHER",837,6806810
"904",1984,"NORTH CAROLINA","REAGAN, RONALD","REPUBLICAN",1346481,2175361
"905",1984,"NORTH CAROLINA","MONDALE, WALTER","DEMOCRAT",824287,2175361
"906",1984,"NORTH CAROLINA","BERGLAND, DAVID","LIBERTARIAN",3794,2175361
"907",1984,"NORTH CAROLINA","MASON, MELVIN","OTHER",799,2175361
"908",1984,"NORTH DAKOTA","REAGAN, RONALD","REPUBLICAN",200336,308971
"909",1984,"NORTH DAKOTA","MONDALE, WALTER","DEMOCRAT",104429,308971
"910",1984,"NORTH DAKOTA","LAROUCHE, LYNDON, JR.","OTHER",1278,308971
"911",1984,"NORTH DAKOTA","RICHARDS, BOB","OTHER",1077,308971
"912",1984,"NORTH DAKOTA","BERGLAND, DAVID","LIBERTARIAN",703,308971
"913",1984,"NORTH DAKOTA","JOHNSON, SONIA","OTHER",368,308971
"914",1984,"NORTH DAKOTA","MASON, MELVIN","OTHER",239,308971
"915",1984,"NORTH DAKOTA","DODGE, EARL","OTHER",220,308971
"916",1984,"NORTH DAKOTA","HALL, GUS","OTHER",169,308971
"917",1984,"NORTH DAKOTA","SERRETTE, DENNIS","OTHER",152,308971
"918",1984,"OHIO","REAGAN, RONALD","REPUBLICAN",2678559,4563235
"919",1984,"OHIO","MONDALE, WALTER","DEMOCRAT",1825440,4563235
"920",1984,"OHIO","SERRETTE, DENNIS","OTHER",24180,4563235
"921",1984,"OHIO","LAROUCHE, LYNDON, JR.","OTHER",10693,4563235
"922",1984,"OHIO","WINN, EDWARD","OTHER",7130,4563235
"923",1984,"OHIO","BERGLAND, DAVID","LIBERTARIAN",5886,4563235
"924",1984,"OHIO","HALL, GUS","OTHER",4438,4563235
"925",1984,"OHIO","MASON, MELVIN","OTHER",4344,4563235
"926",1984,"OHIO","HOLMES, LARRY","OTHER",2565,4563235
"927",1984,"OKLAHOMA","REAGAN, RONALD","REPUBLICAN",861530,1255676
"928",1984,"OKLAHOMA","MONDALE, WALTER","DEMOCRAT",385080,1255676
"929",1984,"OKLAHOMA","BERGLAND, DAVID","LIBERTARIAN",9066,1255676
"930",1984,"OREGON","REAGAN, RONALD","REPUBLICAN",685700,1226527
"931",1984,"OREGON","MONDALE, WALTER","DEMOCRAT",536479,1226527
"932",1984,"OREGON","OTHER","OTHER",4348,1226527
"933",1984,"PENNSYLVANIA","REAGAN, RONALD","REPUBLICAN",2584323,4844903
"934",1984,"PENNSYLVANIA","MONDALE, WALTER","DEMOCRAT",2228131,4844903
"935",1984,"PENNSYLVANIA","JOHNSON, SONIA","OTHER",21628,4844903
"936",1984,"PENNSYLVANIA","BERGLAND, DAVID","LIBERTARIAN",6982,4844903
"937",1984,"PENNSYLVANIA","WINN, EDWARD","OTHER",2059,4844903
"938",1984,"PENNSYLVANIA","HALL, GUS","OTHER",1780,4844903
"939",1984,"RHODE ISLAND","REAGAN, RONALD","REPUBLICAN",212080,410489
"940",1984,"RHODE ISLAND","MONDALE, WALTER","DEMOCRAT",197106,410489
"941",1984,"RHODE ISLAND","RICHARDS, BOB","OTHER",510,410489
"942",1984,"RHODE ISLAND","BERGLAND, DAVID","LIBERTARIAN",277,410489
"943",1984,"RHODE ISLAND","JOHNSON, SONIA","OTHER",240,410489
"944",1984,"RHODE ISLAND","HOLMES, LARRY","OTHER",91,410489
"945",1984,"RHODE ISLAND","HALL, GUS","OTHER",75,410489
"946",1984,"RHODE ISLAND","MASON, MELVIN","OTHER",61,410489
"947",1984,"RHODE ISLAND","SERRETTE, DENNIS","OTHER",49,410489
"948",1984,"SOUTH CAROLINA","REAGAN, RONALD","REPUBLICAN",615539,968529
"949",1984,"SOUTH CAROLINA","MONDALE, WALTER","DEMOCRAT",344459,968529
"950",1984,"SOUTH CAROLINA","BERGLAND, DAVID","LIBERTARIAN",4359,968529
"951",1984,"SOUTH CAROLINA","DENNIS, DELMAR","OTHER",3490,968529
"952",1984,"SOUTH CAROLINA","SERRETTE, DENNIS","OTHER",682,968529
"953",1984,"SOUTH DAKOTA","REAGAN, RONALD","REPUBLICAN",200267,317867
"954",1984,"SOUTH DAKOTA","MONDALE, WALTER","DEMOCRAT",116113,317867
"955",1984,"SOUTH DAKOTA","SERRETTE, DENNIS","OTHER",1150,317867
"956",1984,"SOUTH DAKOTA","MASON, MELVIN","OTHER",337,317867
"957",1984,"TENNESSEE","REAGAN, RONALD","REPUBLICAN",990212,1711993
"958",1984,"TENNESSEE","MONDALE, WALTER","DEMOCRAT",711714,1711993
"959",1984,"TENNESSEE","BERGLAND, DAVID","LIBERTARIAN",3072,1711993
"960",1984,"TENNESSEE","LAROUCHE, LYNDON, JR.","OTHER",1852,1711993
"961",1984,"TENNESSEE","RICHARDS, BOB","OTHER",1763,1711993
"962",1984,"TENNESSEE","HALL, GUS","OTHER",1036,1711993
"963",1984,"TENNESSEE","JOHNSON, SONIA","OTHER",978,1711993
"964",1984,"TENNESSEE","MASON, MELVIN","OTHER",715,1711993
"965",1984,"TENNESSEE","SERRETTE, DENNIS","OTHER",524,1711993
"966",1984,"TENNESSEE","OTHER","OTHER",127,1711993
"967",1984,"TEXAS","REAGAN, RONALD","REPUBLICAN",3433428,5397571
"968",1984,"TEXAS","MONDALE, WALTER","DEMOCRAT",1949276,5397571
"969",1984,"TEXAS","LAROUCHE, LYNDON, JR.","OTHER",14613,5397571
"970",1984,"TEXAS","OTHER","OTHER",254,5397571
"971",1984,"UTAH","REAGAN, RONALD","REPUBLICAN",469105,629656
"972",1984,"UTAH","MONDALE, WALTER","DEMOCRAT",155369,629656
"973",1984,"UTAH","BERGLAND, DAVID","LIBERTARIAN",2447,629656
"974",1984,"UTAH","DENNIS, DELMAR","OTHER",1345,629656
"975",1984,"UTAH","JOHNSON, SONIA","OTHER",844,629656
"976",1984,"UTAH","SERRETTE, DENNIS","OTHER",220,629656
"977",1984,"UTAH","HALL, GUS","OTHER",184,629656
"978",1984,"UTAH","MASON, MELVIN","OTHER",142,629656
"979",1984,"VERMONT","REAGAN, RONALD","REPUBLICAN",135865,234561
"980",1984,"VERMONT","MONDALE, WALTER","DEMOCRAT",95730,234561
"981",1984,"VERMONT","BERGLAND, DAVID","LIBERTARIAN",1002,234561
"982",1984,"VERMONT","OTHER","OTHER",712,234561
"983",1984,"VERMONT","LAROUCHE, LYNDON, JR.","OTHER",423,234561
"984",1984,"VERMONT","SERRETTE, DENNIS","OTHER",323,234561
"985",1984,"VERMONT","JOHNSON, SONIA","OTHER",264,234561
"986",1984,"VERMONT","MASON, MELVIN","OTHER",127,234561
"987",1984,"VERMONT","HALL, GUS","OTHER",115,234561
"988",1984,"VIRGINIA","REAGAN, RONALD","REPUBLICAN",1337078,2146635
"989",1984,"VIRGINIA","MONDALE, WALTER","DEMOCRAT",796250,2146635
"990",1984,"VIRGINIA","LAROUCHE, LYNDON, JR.","OTHER",13307,2146635
"991",1984,"WASHINGTON","REAGAN, RONALD","REPUBLICAN",1051670,1874910
"992",1984,"WASHINGTON","MONDALE, WALTER","DEMOCRAT",798352,1874910
"993",1984,"WASHINGTON","BERGLAND, DAVID","LIBERTARIAN",8844,1874910
"994",1984,"WASHINGTON","RICHARDS, BOB","OTHER",5724,1874910
"995",1984,"WASHINGTON","LAROUCHE, LYNDON, JR.","OTHER",4712,1874910
"996",1984,"WASHINGTON","JOHNSON, SONIA","OTHER",1891,1874910
"997",1984,"WASHINGTON","SERRETTE, DENNIS","OTHER",1654,1874910
"998",1984,"WASHINGTON","HALL, GUS","OTHER",814,1874910
"999",1984,"WASHINGTON","HOLMES, LARRY","OTHER",641,1874910
"1000",1984,"WASHINGTON","MASON, MELVIN","OTHER",608,1874910
"1001",1984,"WEST VIRGINIA","REAGAN, RONALD","REPUBLICAN",405483,735742
"1002",1984,"WEST VIRGINIA","MONDALE, WALTER","DEMOCRAT",328125,735742
"1003",1984,"WEST VIRGINIA","RICHARDS, BOB","OTHER",996,735742
"1004",1984,"WEST VIRGINIA","MASON, MELVIN","OTHER",645,735742
"1005",1984,"WEST VIRGINIA","SERRETTE, DENNIS","OTHER",493,735742
"1006",1984,"WISCONSIN","REAGAN, RONALD","REPUBLICAN",1198584,2211689
"1007",1984,"WISCONSIN","MONDALE, WALTER","DEMOCRAT",995740,2211689
"1008",1984,"WISCONSIN","BERGLAND, DAVID","LIBERTARIAN",4883,2211689
"1009",1984,"WISCONSIN","RICHARDS, BOB","OTHER",3864,2211689
"1010",1984,"WISCONSIN","LAROUCHE, LYNDON, JR.","OTHER",3791,2211689
"1011",1984,"WISCONSIN","JOHNSON, SONIA","OTHER",1456,2211689
"1012",1984,"WISCONSIN","SERRETTE, DENNIS","OTHER",1006,2211689
"1013",1984,"WISCONSIN","OTHER","OTHER",706,2211689
"1014",1984,"WISCONSIN","HOLMES, LARRY","OTHER",619,2211689
"1015",1984,"WISCONSIN","HALL, GUS","OTHER",596,2211689
"1016",1984,"WISCONSIN","MASON, MELVIN","OTHER",444,2211689
"1017",1984,"WYOMING","REAGAN, RONALD","REPUBLICAN",133241,188968
"1018",1984,"WYOMING","MONDALE, WALTER","DEMOCRAT",53370,188968
"1019",1984,"WYOMING","BERGLAND, DAVID","LIBERTARIAN",2357,188968
"1020",1988,"ALABAMA","BUSH, GEORGE H.W.","REPUBLICAN",815576,1378476
"1021",1988,"ALABAMA","DUKAKIS, MICHAEL","DEMOCRAT",549506,1378476
"1022",1988,"ALABAMA","PAUL, RONALD """"RON""""","LIBERTARIAN",8460,1378476
"1023",1988,"ALABAMA","WINN, EDWARD","OTHER",4428,1378476
"1024",1988,"ALABAMA","","OTHER",506,1378476
"1025",1988,"ALASKA","BUSH, GEORGE H.W.","REPUBLICAN",119251,200116
"1026",1988,"ALASKA","DUKAKIS, MICHAEL","DEMOCRAT",72584,200116
"1027",1988,"ALASKA","PAUL, RONALD """"RON""""","LIBERTARIAN",5484,200116
"1028",1988,"ALASKA","FULANI, LENORA","OTHER",1024,200116
"1029",1988,"ALASKA","","OTHER",957,200116
"1030",1988,"ALASKA","LAROUCHE, LYNDON, JR.","OTHER",816,200116
"1031",1988,"ARIZONA","BUSH, GEORGE H.W.","REPUBLICAN",702541,1171873
"1032",1988,"ARIZONA","DUKAKIS, MICHAEL","DEMOCRAT",454029,1171873
"1033",1988,"ARIZONA","PAUL, RONALD """"RON""""","LIBERTARIAN",13351,1171873
"1034",1988,"ARIZONA","FULANI, LENORA","OTHER",1662,1171873
"1035",1988,"ARIZONA","","OTHER",290,1171873
"1036",1988,"ARKANSAS","BUSH, GEORGE H.W.","REPUBLICAN",466578,827738
"1037",1988,"ARKANSAS","DUKAKIS, MICHAEL","DEMOCRAT",349237,827738
"1038",1988,"ARKANSAS","DODGE, EARL","OTHER",5146,827738
"1039",1988,"ARKANSAS","PAUL, RONALD """"RON""""","LIBERTARIAN",3297,827738
"1040",1988,"ARKANSAS","FULANI, LENORA","OTHER",2161,827738
"1041",1988,"ARKANSAS","DODGE, EARL","OTHER",1319,827738
"1042",1988,"CALIFORNIA","BUSH, GEORGE H.W.","REPUBLICAN",5054917,9887065
"1043",1988,"CALIFORNIA","DUKAKIS, MICHAEL","DEMOCRAT",4702233,9887065
"1044",1988,"CALIFORNIA","PAUL, RONALD """"RON""""","LIBERTARIAN",70105,9887065
"1045",1988,"CALIFORNIA","FULANI, LENORA","OTHER",58999,9887065
"1046",1988,"CALIFORNIA","","OTHER",811,9887065
"1047",1988,"COLORADO","BUSH, GEORGE H.W.","REPUBLICAN",728177,1372394
"1048",1988,"COLORADO","DUKAKIS, MICHAEL","DEMOCRAT",621453,1372394
"1049",1988,"COLORADO","PAUL, RONALD """"RON""""","LIBERTARIAN",15482,1372394
"1050",1988,"COLORADO","DODGE, EARL","OTHER",4604,1372394
"1051",1988,"COLORADO","FULANI, LENORA","OTHER",2539,1372394
"1052",1988,"COLORADO","","OTHER",139,1372394
"1053",1988,"CONNECTICUT","BUSH, GEORGE H.W.","REPUBLICAN",750241,1443394
"1054",1988,"CONNECTICUT","DUKAKIS, MICHAEL","DEMOCRAT",676584,1443394
"1055",1988,"CONNECTICUT","PAUL, RONALD """"RON""""","LIBERTARIAN",14071,1443394
"1056",1988,"CONNECTICUT","FULANI, LENORA","OTHER",2491,1443394
"1057",1988,"CONNECTICUT","","OTHER",7,1443394
"1058",1988,"DELAWARE","BUSH, GEORGE H.W.","REPUBLICAN",139639,249891
"1059",1988,"DELAWARE","DUKAKIS, MICHAEL","DEMOCRAT",108647,249891
"1060",1988,"DELAWARE","PAUL, RONALD """"RON""""","LIBERTARIAN",1162,249891
"1061",1988,"DELAWARE","FULANI, LENORA","OTHER",443,249891
"1062",1988,"DISTRICT OF COLUMBIA","DUKAKIS, MICHAEL","DEMOCRAT",159407,192877
"1063",1988,"DISTRICT OF COLUMBIA","BUSH, GEORGE H.W.","REPUBLICAN",27590,192877
"1064",1988,"DISTRICT OF COLUMBIA","","OTHER",3064,192877
"1065",1988,"DISTRICT OF COLUMBIA","","OTHER",1553,192877
"1066",1988,"DISTRICT OF COLUMBIA","PAUL, RONALD """"RON""""","LIBERTARIAN",554,192877
"1067",1988,"DISTRICT OF COLUMBIA","","OTHER",236,192877
"1068",1988,"DISTRICT OF COLUMBIA","WINN, EDWARD","OTHER",208,192877
"1069",1988,"DISTRICT OF COLUMBIA","KENOYER, WILLA","OTHER",142,192877
"1070",1988,"DISTRICT OF COLUMBIA","WARREN, JAMES """"MAC""""","OTHER",123,192877
"1071",1988,"FLORIDA","BUSH, GEORGE H.W.","REPUBLICAN",2618885,4302313
"1072",1988,"FLORIDA","DUKAKIS, MICHAEL","DEMOCRAT",1656701,4302313
"1073",1988,"FLORIDA","PAUL, RONALD """"RON""""","LIBERTARIAN",19796,4302313
"1074",1988,"FLORIDA","FULANI, LENORA","OTHER",6655,4302313
"1075",1988,"FLORIDA","","OTHER",276,4302313
"1076",1988,"GEORGIA","BUSH, GEORGE H.W.","REPUBLICAN",1081331,1809672
"1077",1988,"GEORGIA","DUKAKIS, MICHAEL","DEMOCRAT",714792,1809672
"1078",1988,"GEORGIA","PAUL, RONALD """"RON""""","LIBERTARIAN",8435,1809672
"1079",1988,"GEORGIA","FULANI, LENORA","OTHER",5099,1809672
"1080",1988,"GEORGIA","","OTHER",15,1809672
"1081",1988,"HAWAII","DUKAKIS, MICHAEL","DEMOCRAT",192364,354461
"1082",1988,"HAWAII","BUSH, GEORGE H.W.","REPUBLICAN",158625,354461
"1083",1988,"HAWAII","PAUL, RONALD """"RON""""","LIBERTARIAN",1999,354461
"1084",1988,"HAWAII","FULANI, LENORA","OTHER",1003,354461
"1085",1988,"HAWAII","LAROUCHE, LYNDON, JR.","OTHER",470,354461
"1086",1988,"IDAHO","BUSH, GEORGE H.W.","REPUBLICAN",253881,408968
"1087",1988,"IDAHO","DUKAKIS, MICHAEL","DEMOCRAT",147272,408968
"1088",1988,"IDAHO","PAUL, RONALD """"RON""""","LIBERTARIAN",5313,408968
"1089",1988,"IDAHO","FULANI, LENORA","OTHER",2502,408968
"1090",1988,"ILLINOIS","BUSH, GEORGE H.W.","REPUBLICAN",2310939,4559120
"1091",1988,"ILLINOIS","DUKAKIS, MICHAEL","DEMOCRAT",2215940,4559120
"1092",1988,"ILLINOIS","PAUL, RONALD """"RON""""","LIBERTARIAN",14944,4559120
"1093",1988,"ILLINOIS","FULANI, LENORA","OTHER",10276,4559120
"1094",1988,"ILLINOIS","WINN, EDWARD","OTHER",7021,4559120
"1095",1988,"INDIANA","BUSH, GEORGE H.W.","REPUBLICAN",1297763,2168621
"1096",1988,"INDIANA","DUKAKIS, MICHAEL","DEMOCRAT",860643,2168621
"1097",1988,"INDIANA","FULANI, LENORA","OTHER",10215,2168621
"1098",1988,"IOWA","DUKAKIS, MICHAEL","DEMOCRAT",670557,1225614
"1099",1988,"IOWA","BUSH, GEORGE H.W.","REPUBLICAN",545355,1225614
"1100",1988,"IOWA","LAROUCHE, LYNDON, JR.","OTHER",3526,1225614
"1101",1988,"IOWA","PAUL, RONALD """"RON""""","LIBERTARIAN",2494,1225614
"1102",1988,"IOWA","SCATTERING","OTHER",1613,1225614
"1103",1988,"IOWA","DUKE, DAVID","OTHER",755,1225614
"1104",1988,"IOWA","FULANI, LENORA","OTHER",540,1225614
"1105",1988,"IOWA","KENOYER, WILLA","OTHER",334,1225614
"1106",1988,"IOWA","WINN, EDWARD","OTHER",235,1225614
"1107",1988,"IOWA","WARREN, JAMES """"MAC""""","OTHER",205,1225614
"1108",1988,"KANSAS","BUSH, GEORGE H.W.","REPUBLICAN",554049,993044
"1109",1988,"KANSAS","DUKAKIS, MICHAEL","DEMOCRAT",422636,993044
"1110",1988,"KANSAS","","OTHER",16359,993044
"1111",1988,"KENTUCKY","BUSH, GEORGE H.W.","REPUBLICAN",734281,1322517
"1112",1988,"KENTUCKY","DUKAKIS, MICHAEL","DEMOCRAT",580368,1322517
"1113",1988,"KENTUCKY","DUKE, DAVID","OTHER",4494,1322517
"1114",1988,"KENTUCKY","PAUL, RONALD """"RON""""","LIBERTARIAN",2118,1322517
"1115",1988,"KENTUCKY","FULANI, LENORA","OTHER",1256,1322517
"1116",1988,"LOUISIANA","BUSH, GEORGE H.W.","REPUBLICAN",883702,1628202
"1117",1988,"LOUISIANA","DUKAKIS, MICHAEL","DEMOCRAT",717460,1628202
"1118",1988,"LOUISIANA","DUKE, DAVID","OTHER",18612,1628202
"1119",1988,"LOUISIANA","PAUL, RONALD """"RON""""","LIBERTARIAN",4115,1628202
"1120",1988,"LOUISIANA","FULANI, LENORA","OTHER",2355,1628202
"1121",1988,"LOUISIANA","LAROUCHE, LYNDON, JR.","OTHER",1958,1628202
"1122",1988,"MAINE","BUSH, GEORGE H.W.","REPUBLICAN",307131,555035
"1123",1988,"MAINE","DUKAKIS, MICHAEL","DEMOCRAT",243569,555035
"1124",1988,"MAINE","PAUL, RONALD """"RON""""","LIBERTARIAN",2700,555035
"1125",1988,"MAINE","FULANI, LENORA","OTHER",1405,555035
"1126",1988,"MAINE","","OTHER",230,555035
"1127",1988,"MARYLAND","BUSH, GEORGE H.W.","REPUBLICAN",876167,1714358
"1128",1988,"MARYLAND","DUKAKIS, MICHAEL","DEMOCRAT",826304,1714358
"1129",1988,"MARYLAND","PAUL, RONALD """"RON""""","LIBERTARIAN",6748,1714358
"1130",1988,"MARYLAND","FULANI, LENORA","OTHER",5115,1714358
"1131",1988,"MARYLAND","","OTHER",24,1714358
"1132",1988,"MASSACHUSETTS","DUKAKIS, MICHAEL","DEMOCRAT",1401415,2632801
"1133",1988,"MASSACHUSETTS","BUSH, GEORGE H.W.","REPUBLICAN",1194635,2632801
"1134",1988,"MASSACHUSETTS","PAUL, RONALD """"RON""""","LIBERTARIAN",24251,2632801
"1135",1988,"MASSACHUSETTS","FULANI, LENORA","OTHER",9561,2632801
"1136",1988,"MASSACHUSETTS","","OTHER",2939,2632801
"1137",1988,"MICHIGAN","BUSH, GEORGE H.W.","REPUBLICAN",1965486,3669163
"1138",1988,"MICHIGAN","DUKAKIS, MICHAEL","DEMOCRAT",1675783,3669163
"1139",1988,"MICHIGAN","PAUL, RONALD """"RON""""","LIBERTARIAN",18336,3669163
"1140",1988,"MICHIGAN","","OTHER",7600,3669163
"1141",1988,"MICHIGAN","WINN, EDWARD","OTHER",1958,3669163
"1142",1988,"MINNESOTA","DUKAKIS, MICHAEL","DEMOCRAT",1109471,2096790
"1143",1988,"MINNESOTA","BUSH, GEORGE H.W.","REPUBLICAN",962337,2096790
"1144",1988,"MINNESOTA","MCCARTHY, EUGENE """"GENE""""","OTHER",5403,2096790
"1145",1988,"MINNESOTA","PAUL, RONALD """"RON""""","LIBERTARIAN",5109,2096790
"1146",1988,"MINNESOTA","","OTHER",3614,2096790
"1147",1988,"MINNESOTA","WARREN, JAMES """"MAC""""","OTHER",2155,2096790
"1148",1988,"MINNESOTA","HERER, JACK","OTHER",1949,2096790
"1149",1988,"MINNESOTA","FULANI, LENORA","OTHER",1734,2096790
"1150",1988,"MINNESOTA","LAROUCHE, LYNDON, JR.","OTHER",1702,2096790
"1151",1988,"MINNESOTA","DUKE, DAVID","OTHER",1529,2096790
"1152",1988,"MINNESOTA","DENNIS, DELMAR","OTHER",1298,2096790
"1153",1988,"MINNESOTA","WINN, EDWARD","OTHER",489,2096790
"1154",1988,"MISSISSIPPI","BUSH, GEORGE H.W.","REPUBLICAN",557890,931527
"1155",1988,"MISSISSIPPI","DUKAKIS, MICHAEL","DEMOCRAT",363921,931527
"1156",1988,"MISSISSIPPI","","OTHER",6387,931527
"1157",1988,"MISSISSIPPI","PAUL, RONALD """"RON""""","LIBERTARIAN",3329,931527
"1158",1988,"MISSOURI","BUSH, GEORGE H.W.","REPUBLICAN",1084953,2093228
"1159",1988,"MISSOURI","DUKAKIS, MICHAEL","DEMOCRAT",1001619,2093228
"1160",1988,"MISSOURI","FULANI, LENORA","OTHER",6656,2093228
"1161",1988,"MONTANA","BUSH, GEORGE H.W.","REPUBLICAN",190412,365674
"1162",1988,"MONTANA","DUKAKIS, MICHAEL","DEMOCRAT",168936,365674
"1163",1988,"MONTANA","PAUL, RONALD """"RON""""","LIBERTARIAN",5047,365674
"1164",1988,"MONTANA","FULANI, LENORA","OTHER",1279,365674
"1165",1988,"NEBRASKA","BUSH, GEORGE H.W.","REPUBLICAN",397956,661465
"1166",1988,"NEBRASKA","DUKAKIS, MICHAEL","DEMOCRAT",259235,661465
"1167",1988,"NEBRASKA","PAUL, RONALD """"RON""""","LIBERTARIAN",2534,661465
"1168",1988,"NEBRASKA","FULANI, LENORA","OTHER",1740,661465
"1169",1988,"NEVADA","BUSH, GEORGE H.W.","REPUBLICAN",206040,343133
"1170",1988,"NEVADA","DUKAKIS, MICHAEL","DEMOCRAT",132738,343133
"1171",1988,"NEVADA","PAUL, RONALD """"RON""""","LIBERTARIAN",3520,343133
"1172",1988,"NEVADA","FULANI, LENORA","OTHER",835,343133
"1173",1988,"NEW HAMPSHIRE","BUSH, GEORGE H.W.","REPUBLICAN",281537,450525
"1174",1988,"NEW HAMPSHIRE","DUKAKIS, MICHAEL","DEMOCRAT",163696,450525
"1175",1988,"NEW HAMPSHIRE","PAUL, RONALD """"RON""""","LIBERTARIAN",4502,450525
"1176",1988,"NEW HAMPSHIRE","FULANI, LENORA","OTHER",790,450525
